2025-02-01 12:31:22,881 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 14:17:09,880 | INFO | AnaliseLojas | Tabela guardada: total de vendas por loja.
2025-02-01 14:17:09,987 | WARNING | AnaliseLojas | Nenhuma coluna válida encontrada para gerar o gráfico.
2025-02-01 14:17:09,991 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\media_ticket_loja_2025-02-01.csv
2025-02-01 14:17:09,991 | INFO | AnaliseLojas | Tabela guardada: ticket médio por loja.
2025-02-01 14:17:10,162 | INFO | AnaliseLojas | Criada a tabela com eixo x: Loja e eixo y: Ticket Médio
2025-02-01 14:17:12,446 | INFO | root | Todas as análises foram geradas com sucesso!
2025-02-01 14:21:24,872 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 14:21:24,882 | INFO | AnaliseVendas | Colunas após o merge: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'Quantidade', 'data',
       'ID Produto', 'nome', 'Preco', 'categoria', 'id', 'Cliente', 'email',
       'id_loja_cliente', 'Loja', 'zona_loja', 'atendente', 'gerente',
       'Receita Total'],
      dtype='object')
2025-02-01 14:21:24,883 | INFO | AnaliseVendas | Base de dados carregada e normalizada para análises.
2025-02-01 14:21:24,900 | INFO | root | Gerar análises de vendas...
2025-02-01 14:21:24,906 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_receita_por_produto_2025-02-01.csv
2025-02-01 14:21:24,906 | INFO | AnaliseVendas | Ficheiro guardado: top10_receita_por_produto
2025-02-01 14:21:25,077 | INFO | AnaliseVendas | Criada a tabela com eixo x: Produto e eixo y: Receita Total
2025-02-01 14:21:29,482 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_produtos_mais_vendidos_2025-02-01.csv
2025-02-01 14:21:29,482 | INFO | AnaliseVendas | Ficheiro guardado: top10_produtos_mais_vendidos
2025-02-01 14:21:29,594 | INFO | AnaliseVendas | Criada a tabela com eixo x: Produto e eixo y: Quantidade
2025-02-01 14:21:31,457 | INFO | root | Gerar análises de clientes...
2025-02-01 14:21:31,462 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_total_gasto_cliente_2025-02-01.csv
2025-02-01 14:21:31,462 | INFO | AnaliseClientes | Tabela guardada: total gasto por cliente.
2025-02-01 14:21:31,580 | INFO | AnaliseClientes | Criada a tabela com eixo x: Cliente e eixo y: Receita Total
2025-02-01 14:21:32,934 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_total_compras_cliente_2025-02-01.csv
2025-02-01 14:21:32,935 | INFO | AnaliseClientes | Tabela guardada: total compras por cliente.
2025-02-01 14:21:33,030 | INFO | AnaliseClientes | Criada a tabela com eixo x: Cliente e eixo y: Quantidade
2025-02-01 14:21:34,452 | INFO | root | Gerar análises de lojas...
2025-02-01 14:21:34,455 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\total_faturado_loja_2025-02-01.csv
2025-02-01 14:21:34,455 | INFO | AnaliseLojas | Tabela guardada: total faturado por loja.
2025-02-01 14:21:34,543 | INFO | AnaliseLojas | Criada a tabela com eixo x: Loja e eixo y: Receita Total
2025-02-01 14:21:35,874 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\total_vendas_por_loja_2025-02-01.csv
2025-02-01 14:21:35,874 | INFO | AnaliseLojas | Tabela guardada: total de vendas por loja.
2025-02-01 14:21:35,952 | WARNING | AnaliseLojas | Nenhuma coluna válida encontrada para gerar o gráfico.
2025-02-01 14:21:35,956 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\media_ticket_loja_2025-02-01.csv
2025-02-01 14:21:35,956 | INFO | AnaliseLojas | Tabela guardada: ticket médio por loja.
2025-02-01 14:21:36,069 | INFO | AnaliseLojas | Criada a tabela com eixo x: Loja e eixo y: Ticket Médio
2025-02-01 14:21:38,436 | INFO | root | Todas as análises foram geradas com sucesso!
2025-02-01 14:22:39,243 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 14:22:39,254 | INFO | AnaliseVendas | Colunas após o merge: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'Quantidade', 'data',
       'ID Produto', 'nome', 'Preco', 'categoria', 'id', 'Cliente', 'email',
       'id_loja_cliente', 'Loja', 'zona_loja', 'atendente', 'gerente',
       'Receita Total'],
      dtype='object')
2025-02-01 14:22:39,254 | INFO | AnaliseVendas | Base de dados carregada e normalizada para análises.
2025-02-01 14:22:39,271 | INFO | root | Gerar análises de vendas...
2025-02-01 14:22:39,276 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_receita_por_produto_2025-02-01.csv
2025-02-01 14:22:39,276 | INFO | AnaliseVendas | Ficheiro guardado: top10_receita_por_produto
2025-02-01 14:22:39,395 | ERROR | root | Não foi possivel gerar todas as analises, erro: left cannot be >= right
2025-02-01 14:23:17,105 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 14:23:17,117 | INFO | AnaliseVendas | Colunas após o merge: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'Quantidade', 'data',
       'ID Produto', 'nome', 'Preco', 'categoria', 'id', 'Cliente', 'email',
       'id_loja_cliente', 'Loja', 'zona_loja', 'atendente', 'gerente',
       'Receita Total'],
      dtype='object')
2025-02-01 14:23:17,117 | INFO | AnaliseVendas | Base de dados carregada e normalizada para análises.
2025-02-01 14:23:17,134 | INFO | root | Gerar análises de vendas...
2025-02-01 14:23:17,139 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_receita_por_produto_2025-02-01.csv
2025-02-01 14:23:17,139 | INFO | AnaliseVendas | Ficheiro guardado: top10_receita_por_produto
2025-02-01 14:23:17,258 | ERROR | root | Não foi possivel gerar todas as analises, erro: left cannot be >= right
2025-02-01 14:23:22,801 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 14:23:22,812 | INFO | AnaliseVendas | Colunas após o merge: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'Quantidade', 'data',
       'ID Produto', 'nome', 'Preco', 'categoria', 'id', 'Cliente', 'email',
       'id_loja_cliente', 'Loja', 'zona_loja', 'atendente', 'gerente',
       'Receita Total'],
      dtype='object')
2025-02-01 14:23:22,812 | INFO | AnaliseVendas | Base de dados carregada e normalizada para análises.
2025-02-01 14:23:22,829 | INFO | root | Gerar análises de vendas...
2025-02-01 14:23:22,834 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_receita_por_produto_2025-02-01.csv
2025-02-01 14:23:22,834 | INFO | AnaliseVendas | Ficheiro guardado: top10_receita_por_produto
2025-02-01 14:23:22,952 | ERROR | root | Não foi possivel gerar todas as analises, erro: left cannot be >= right
2025-02-01 14:23:31,059 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 14:23:31,070 | INFO | AnaliseVendas | Colunas após o merge: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'Quantidade', 'data',
       'ID Produto', 'nome', 'Preco', 'categoria', 'id', 'Cliente', 'email',
       'id_loja_cliente', 'Loja', 'zona_loja', 'atendente', 'gerente',
       'Receita Total'],
      dtype='object')
2025-02-01 14:23:31,070 | INFO | AnaliseVendas | Base de dados carregada e normalizada para análises.
2025-02-01 14:23:31,087 | INFO | root | Gerar análises de vendas...
2025-02-01 14:23:31,092 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_receita_por_produto_2025-02-01.csv
2025-02-01 14:23:31,092 | INFO | AnaliseVendas | Ficheiro guardado: top10_receita_por_produto
2025-02-01 14:23:31,263 | INFO | AnaliseVendas | Criada a tabela com eixo x: Produto e eixo y: Receita Total
2025-02-01 14:23:33,703 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_produtos_mais_vendidos_2025-02-01.csv
2025-02-01 14:23:33,703 | INFO | AnaliseVendas | Ficheiro guardado: top10_produtos_mais_vendidos
2025-02-01 14:23:33,817 | INFO | AnaliseVendas | Criada a tabela com eixo x: Produto e eixo y: Quantidade
2025-02-01 14:23:34,936 | INFO | root | Gerar análises de clientes...
2025-02-01 14:23:34,940 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_total_gasto_cliente_2025-02-01.csv
2025-02-01 14:23:34,940 | INFO | AnaliseClientes | Tabela guardada: total gasto por cliente.
2025-02-01 14:23:35,034 | INFO | AnaliseClientes | Criada a tabela com eixo x: Cliente e eixo y: Receita Total
2025-02-01 14:23:36,324 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_total_compras_cliente_2025-02-01.csv
2025-02-01 14:23:36,324 | INFO | AnaliseClientes | Tabela guardada: total compras por cliente.
2025-02-01 14:23:36,417 | INFO | AnaliseClientes | Criada a tabela com eixo x: Cliente e eixo y: Quantidade
2025-02-01 14:23:37,523 | INFO | root | Gerar análises de lojas...
2025-02-01 14:23:37,528 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\total_faturado_loja_2025-02-01.csv
2025-02-01 14:23:37,528 | INFO | AnaliseLojas | Tabela guardada: total faturado por loja.
2025-02-01 14:23:37,615 | INFO | AnaliseLojas | Criada a tabela com eixo x: Loja e eixo y: Receita Total
2025-02-01 14:23:38,586 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\total_vendas_por_loja_2025-02-01.csv
2025-02-01 14:23:38,586 | INFO | AnaliseLojas | Tabela guardada: total de vendas por loja.
2025-02-01 14:23:38,701 | WARNING | AnaliseLojas | Nenhuma coluna válida encontrada para gerar o gráfico.
2025-02-01 14:23:38,705 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\media_ticket_loja_2025-02-01.csv
2025-02-01 14:23:38,705 | INFO | AnaliseLojas | Tabela guardada: ticket médio por loja.
2025-02-01 14:23:38,812 | INFO | AnaliseLojas | Criada a tabela com eixo x: Loja e eixo y: Ticket Médio
2025-02-01 14:23:42,690 | INFO | root | Todas as análises foram geradas com sucesso!
2025-02-01 14:23:53,498 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 14:23:53,509 | INFO | AnaliseVendas | Colunas após o merge: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'Quantidade', 'data',
       'ID Produto', 'nome', 'Preco', 'categoria', 'id', 'Cliente', 'email',
       'id_loja_cliente', 'Loja', 'zona_loja', 'atendente', 'gerente',
       'Receita Total'],
      dtype='object')
2025-02-01 14:23:53,509 | INFO | AnaliseVendas | Base de dados carregada e normalizada para análises.
2025-02-01 14:23:53,526 | INFO | root | Gerar análises de vendas...
2025-02-01 14:23:53,530 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_receita_por_produto_2025-02-01.csv
2025-02-01 14:23:53,530 | INFO | AnaliseVendas | Ficheiro guardado: top10_receita_por_produto
2025-02-01 14:23:53,645 | ERROR | root | Não foi possivel gerar todas as analises, erro: left cannot be >= right
2025-02-01 14:24:46,236 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 14:24:46,247 | INFO | AnaliseVendas | Colunas após o merge: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'Quantidade', 'data',
       'ID Produto', 'nome', 'Preco', 'categoria', 'id', 'Cliente', 'email',
       'id_loja_cliente', 'Loja', 'zona_loja', 'atendente', 'gerente',
       'Receita Total'],
      dtype='object')
2025-02-01 14:24:46,247 | INFO | AnaliseVendas | Base de dados carregada e normalizada para análises.
2025-02-01 14:24:46,263 | INFO | root | Gerar análises de vendas...
2025-02-01 14:24:46,268 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_receita_por_produto_2025-02-01.csv
2025-02-01 14:24:46,269 | INFO | AnaliseVendas | Ficheiro guardado: top10_receita_por_produto
2025-02-01 14:24:46,434 | INFO | AnaliseVendas | Criada a tabela com eixo x: Produto e eixo y: Receita Total
2025-02-01 14:24:51,817 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_produtos_mais_vendidos_2025-02-01.csv
2025-02-01 14:24:51,817 | INFO | AnaliseVendas | Ficheiro guardado: top10_produtos_mais_vendidos
2025-02-01 14:24:51,973 | INFO | AnaliseVendas | Criada a tabela com eixo x: Produto e eixo y: Quantidade
2025-02-01 14:24:53,441 | INFO | root | Gerar análises de clientes...
2025-02-01 14:24:53,446 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_total_gasto_cliente_2025-02-01.csv
2025-02-01 14:24:53,446 | INFO | AnaliseClientes | Tabela guardada: total gasto por cliente.
2025-02-01 14:24:53,546 | INFO | AnaliseClientes | Criada a tabela com eixo x: Cliente e eixo y: Receita Total
2025-02-01 14:24:54,883 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_total_compras_cliente_2025-02-01.csv
2025-02-01 14:24:54,884 | INFO | AnaliseClientes | Tabela guardada: total compras por cliente.
2025-02-01 14:24:54,975 | INFO | AnaliseClientes | Criada a tabela com eixo x: Cliente e eixo y: Quantidade
2025-02-01 14:24:56,114 | INFO | root | Gerar análises de lojas...
2025-02-01 14:24:56,118 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\total_faturado_loja_2025-02-01.csv
2025-02-01 14:24:56,118 | INFO | AnaliseLojas | Tabela guardada: total faturado por loja.
2025-02-01 14:24:56,212 | INFO | AnaliseLojas | Criada a tabela com eixo x: Loja e eixo y: Receita Total
2025-02-01 14:24:57,237 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\total_vendas_por_loja_2025-02-01.csv
2025-02-01 14:24:57,237 | INFO | AnaliseLojas | Tabela guardada: total de vendas por loja.
2025-02-01 14:24:57,342 | WARNING | AnaliseLojas | Nenhuma coluna válida encontrada para gerar o gráfico.
2025-02-01 14:24:57,349 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\media_ticket_loja_2025-02-01.csv
2025-02-01 14:24:57,349 | INFO | AnaliseLojas | Tabela guardada: ticket médio por loja.
2025-02-01 14:24:57,568 | INFO | AnaliseLojas | Criada a tabela com eixo x: Loja e eixo y: Ticket Médio
2025-02-01 14:24:59,774 | INFO | root | Todas as análises foram geradas com sucesso!
2025-02-01 14:27:45,693 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 14:27:45,704 | INFO | AnaliseVendas | Colunas após o merge: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'Quantidade', 'data',
       'ID Produto', 'nome', 'Preco', 'categoria', 'id', 'Cliente', 'email',
       'id_loja_cliente', 'Loja', 'zona_loja', 'atendente', 'gerente',
       'Receita Total'],
      dtype='object')
2025-02-01 14:27:45,704 | INFO | AnaliseVendas | Base de dados carregada e normalizada para análises.
2025-02-01 14:27:45,721 | INFO | root | Gerar análises de vendas...
2025-02-01 14:27:45,727 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_receita_por_produto_2025-02-01.csv
2025-02-01 14:27:45,728 | INFO | AnaliseVendas | Ficheiro guardado: top10_receita_por_produto
2025-02-01 14:27:45,898 | INFO | AnaliseVendas | Criada a tabela com eixo x: Produto e eixo y: Receita Total
2025-02-01 14:27:49,138 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_produtos_mais_vendidos_2025-02-01.csv
2025-02-01 14:27:49,138 | INFO | AnaliseVendas | Ficheiro guardado: top10_produtos_mais_vendidos
2025-02-01 14:27:49,245 | INFO | AnaliseVendas | Criada a tabela com eixo x: Produto e eixo y: Quantidade
2025-02-01 14:27:50,665 | INFO | root | Gerar análises de clientes...
2025-02-01 14:27:50,668 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_total_gasto_cliente_2025-02-01.csv
2025-02-01 14:27:50,668 | INFO | AnaliseClientes | Tabela guardada: total gasto por cliente.
2025-02-01 14:27:50,775 | INFO | AnaliseClientes | Criada a tabela com eixo x: Cliente e eixo y: Receita Total
2025-02-01 14:27:52,648 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_total_compras_cliente_2025-02-01.csv
2025-02-01 14:27:52,648 | INFO | AnaliseClientes | Tabela guardada: total compras por cliente.
2025-02-01 14:27:52,745 | INFO | AnaliseClientes | Criada a tabela com eixo x: Cliente e eixo y: Quantidade
2025-02-01 14:27:54,166 | INFO | root | Gerar análises de lojas...
2025-02-01 14:27:54,170 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\total_faturado_loja_2025-02-01.csv
2025-02-01 14:27:54,170 | INFO | AnaliseLojas | Tabela guardada: total faturado por loja.
2025-02-01 14:27:54,257 | INFO | AnaliseLojas | Criada a tabela com eixo x: Loja e eixo y: Receita Total
2025-02-01 14:27:55,628 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\total_vendas_por_loja_2025-02-01.csv
2025-02-01 14:27:55,628 | INFO | AnaliseLojas | Tabela guardada: total de vendas por loja.
2025-02-01 14:27:55,707 | WARNING | AnaliseLojas | Nenhuma coluna válida encontrada para gerar o gráfico.
2025-02-01 14:27:55,712 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\media_ticket_loja_2025-02-01.csv
2025-02-01 14:27:55,712 | INFO | AnaliseLojas | Tabela guardada: ticket médio por loja.
2025-02-01 14:27:55,823 | INFO | AnaliseLojas | Criada a tabela com eixo x: Loja e eixo y: Ticket Médio
2025-02-01 14:27:57,579 | INFO | root | Todas as análises foram geradas com sucesso!
2025-02-01 14:28:55,048 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 14:28:55,059 | INFO | AnaliseVendas | Colunas após o merge: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'Quantidade', 'data',
       'ID Produto', 'nome', 'Preco', 'categoria', 'id', 'Cliente', 'email',
       'id_loja_cliente', 'Loja', 'zona_loja', 'atendente', 'gerente',
       'Receita Total'],
      dtype='object')
2025-02-01 14:28:55,059 | INFO | AnaliseVendas | Base de dados carregada e normalizada para análises.
2025-02-01 14:28:55,076 | INFO | root | Gerar análises de vendas...
2025-02-01 14:28:55,081 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_receita_por_produto_2025-02-01.csv
2025-02-01 14:28:55,081 | INFO | AnaliseVendas | Ficheiro guardado: top10_receita_por_produto
2025-02-01 14:28:55,252 | INFO | AnaliseVendas | Criada a tabela com eixo x: Produto e eixo y: Receita Total
2025-02-01 14:28:58,834 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_produtos_mais_vendidos_2025-02-01.csv
2025-02-01 14:28:58,834 | INFO | AnaliseVendas | Ficheiro guardado: top10_produtos_mais_vendidos
2025-02-01 14:28:58,931 | INFO | AnaliseVendas | Criada a tabela com eixo x: Produto e eixo y: Quantidade
2025-02-01 14:29:00,344 | INFO | root | Gerar análises de clientes...
2025-02-01 14:29:00,349 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_total_gasto_cliente_2025-02-01.csv
2025-02-01 14:29:00,349 | INFO | AnaliseClientes | Tabela guardada: total gasto por cliente.
2025-02-01 14:29:00,440 | INFO | AnaliseClientes | Criada a tabela com eixo x: Cliente e eixo y: Receita Total
2025-02-01 14:29:01,829 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_total_compras_cliente_2025-02-01.csv
2025-02-01 14:29:01,829 | INFO | AnaliseClientes | Tabela guardada: total compras por cliente.
2025-02-01 14:29:01,921 | INFO | AnaliseClientes | Criada a tabela com eixo x: Cliente e eixo y: Quantidade
2025-02-01 14:29:04,691 | INFO | root | Gerar análises de lojas...
2025-02-01 14:29:04,695 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\total_faturado_loja_2025-02-01.csv
2025-02-01 14:29:04,696 | INFO | AnaliseLojas | Tabela guardada: total faturado por loja.
2025-02-01 14:29:04,805 | INFO | AnaliseLojas | Criada a tabela com eixo x: Loja e eixo y: Receita Total
2025-02-01 14:29:12,990 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\total_vendas_por_loja_2025-02-01.csv
2025-02-01 14:29:12,990 | INFO | AnaliseLojas | Tabela guardada: total de vendas por loja.
2025-02-01 14:29:13,118 | WARNING | AnaliseLojas | Nenhuma coluna válida encontrada para gerar o gráfico.
2025-02-01 14:29:13,123 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\media_ticket_loja_2025-02-01.csv
2025-02-01 14:29:13,123 | INFO | AnaliseLojas | Tabela guardada: ticket médio por loja.
2025-02-01 14:29:13,273 | INFO | AnaliseLojas | Criada a tabela com eixo x: Loja e eixo y: Ticket Médio
2025-02-01 14:29:15,788 | INFO | root | Todas as análises foram geradas com sucesso!
2025-02-01 14:29:41,836 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 14:29:41,847 | INFO | AnaliseVendas | Colunas após o merge: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'Quantidade', 'data',
       'ID Produto', 'nome', 'Preco', 'categoria', 'id', 'Cliente', 'email',
       'id_loja_cliente', 'Loja', 'zona_loja', 'atendente', 'gerente',
       'Receita Total'],
      dtype='object')
2025-02-01 14:29:41,847 | INFO | AnaliseVendas | Base de dados carregada e normalizada para análises.
2025-02-01 14:29:41,864 | INFO | root | Gerar análises de vendas...
2025-02-01 14:29:41,869 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_receita_por_produto_2025-02-01.csv
2025-02-01 14:29:41,869 | INFO | AnaliseVendas | Ficheiro guardado: top10_receita_por_produto
2025-02-01 14:29:42,097 | INFO | AnaliseVendas | Criada a tabela com eixo x: Produto e eixo y: Receita Total
2025-02-01 14:29:48,519 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_produtos_mais_vendidos_2025-02-01.csv
2025-02-01 14:29:48,519 | INFO | AnaliseVendas | Ficheiro guardado: top10_produtos_mais_vendidos
2025-02-01 14:29:48,719 | INFO | AnaliseVendas | Criada a tabela com eixo x: Produto e eixo y: Quantidade
2025-02-01 14:29:51,557 | INFO | root | Gerar análises de clientes...
2025-02-01 14:29:51,561 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_total_gasto_cliente_2025-02-01.csv
2025-02-01 14:29:51,562 | INFO | AnaliseClientes | Tabela guardada: total gasto por cliente.
2025-02-01 14:29:51,656 | INFO | AnaliseClientes | Criada a tabela com eixo x: Cliente e eixo y: Receita Total
2025-02-01 14:29:53,170 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_total_compras_cliente_2025-02-01.csv
2025-02-01 14:29:53,170 | INFO | AnaliseClientes | Tabela guardada: total compras por cliente.
2025-02-01 14:29:53,267 | INFO | AnaliseClientes | Criada a tabela com eixo x: Cliente e eixo y: Quantidade
2025-02-01 14:29:54,152 | INFO | root | Gerar análises de lojas...
2025-02-01 14:29:54,156 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\total_faturado_loja_2025-02-01.csv
2025-02-01 14:29:54,157 | INFO | AnaliseLojas | Tabela guardada: total faturado por loja.
2025-02-01 14:29:54,298 | INFO | AnaliseLojas | Criada a tabela com eixo x: Loja e eixo y: Receita Total
2025-02-01 14:29:55,448 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\total_vendas_por_loja_2025-02-01.csv
2025-02-01 14:29:55,448 | INFO | AnaliseLojas | Tabela guardada: total de vendas por loja.
2025-02-01 14:29:55,519 | WARNING | AnaliseLojas | Nenhuma coluna válida encontrada para gerar o gráfico.
